 # UF4                                                              FEFF 10.0.0
 # POT  Non-SCF, core-hole, AFOLP (folp(0)= 1.150)
 # Abs   Z=92 Rmt= 1.584 Rnm= 1.704 L3 shell
 # Pot 1 Z=92 Rmt= 1.587 Rnm= 1.712
 # Pot 2 Z= 9 Rmt= 1.025 Rnm= 1.111
 # Gam_ch=8.104E+00 H-L exch Vi= 0.000E+00 Vr= 0.000E+00
 # Mu= 2.153E+00eV kf=2.081E+00 Vint=-1.434E+01eV Rs_int= 1.743
 # PATH  Rmax= 5.000,  Keep_limit= 0.00, Heap_limit 0.00  Pwcrit= 2.50%
 Path   10      icalc       2
 -----------------------------------------------------------------------
   3   2.000   3.6369    2.3924    2.15291 nleg, deg, reff, rnrmav(bohr), edge
        x         y         z   pot at#
    -0.0000   -0.0000   -0.0000  0  92 U        absorbing atom
     1.0190    1.4359    1.3790  2   9 F     
    -0.0475   -1.1274    1.9025  2   9 F     
    k   real[2*phc]   mag[feff]  phase[feff] red factor   lambda     real[p]@#
 -0.000  1.5788E+01  0.0000E+00 -1.7929E+01  9.470E-01  3.9416E+00  2.0960E+00
  0.100  1.5787E+01  7.6816E-03 -1.8641E+01  9.488E-01  3.9458E+00  2.0982E+00
  0.200  1.5786E+01  1.5320E-02 -1.9322E+01  9.540E-01  3.9584E+00  2.1050E+00
  0.300  1.5784E+01  2.2872E-02 -1.9972E+01  9.625E-01  3.9791E+00  2.1162E+00
  0.400  1.5781E+01  3.0296E-02 -2.0592E+01  9.738E-01  4.0075E+00  2.1318E+00
  0.500  1.5777E+01  3.7550E-02 -2.1183E+01  9.875E-01  4.0429E+00  2.1516E+00
  0.600  1.5770E+01  4.4594E-02 -2.1746E+01  1.003E+00  4.0847E+00  2.1758E+00
  0.700  1.5762E+01  5.1389E-02 -2.2282E+01  1.020E+00  4.1318E+00  2.2040E+00
  0.800  1.5752E+01  5.7902E-02 -2.2791E+01  1.037E+00  4.1835E+00  2.2362E+00
  0.900  1.5738E+01  6.4072E-02 -2.3275E+01  1.054E+00  4.2385E+00  2.2722E+00
  1.000  1.5722E+01  6.9924E-02 -2.3735E+01  1.071E+00  4.2958E+00  2.3120E+00
